name,station_name_combined,station_number,district,religion,gender,to_register,from_register,room,station_name,maps,coordinates
ناخبو الطائفة شيعي من سجل ٩٤٨ إلى سجل ١٠٧٢,"متوسطة بيروت العالية للبنات  –  شارع داود عمون غرفة رقم
 ١١",56,الباشورة,شيعي,ذكر,1072,948,"غرفة رقم
 ١١",متوسطة بيروت العالية للبنات  –  شارع داود عمون,https://maps.app.goo.gl/8Pc8S6BGaqRQAGYx6,"33.89014955264579, 35.50542932674978"
ناخبو الطائفة شيعي من سجل ١٠٧٤ إلى سجل ١١٩٤,"متوسطة بيروت العالية للبنات  –  شارع داود عمون غرفة رقم
 ١٢",57,الباشورة,شيعي,ذكر,1194,1074,"غرفة رقم
 ١٢",متوسطة بيروت العالية للبنات  –  شارع داود عمون,https://maps.app.goo.gl/8Pc8S6BGaqRQAGYx6,"33.89014955264579, 35.50542932674978"
ناخبو الطائفة شيعي من سجل ١١٩٨ إلى سجل ١٣٩٧,"متوسطة بيروت العالية للبنات  –  شارع داود عمون غرفة رقم
 ١٣",58,الباشورة,شيعي,ذكر,1397,1198,"غرفة رقم
 ١٣",متوسطة بيروت العالية للبنات  –  شارع داود عمون,https://maps.app.goo.gl/8Pc8S6BGaqRQAGYx6,"33.89014955264579, 35.50542932674978"
ناخبو الطائفة شيعي من سجل ١٣٩٨ إلى سجل ١٤٩٩,"متوسطة بيروت العالية للبنات  –  شارع داود عمون غرفة رقم
 ١٤",59,الباشورة,شيعي,ذكر,1499,1398,"غرفة رقم
 ١٤",متوسطة بيروت العالية للبنات  –  شارع داود عمون,https://maps.app.goo.gl/8Pc8S6BGaqRQAGYx6,"33.89014955264579, 35.50542932674978"
ناخبو الطائفة شيعي من سجل ١٥٠١ إلى سجل ١٥٧٥,"متوسطة بيروت العالية للبنات  –  شارع داود عمون غرفة رقم
 ١٥",60,الباشورة,شيعي,ذكر,1575,1501,"غرفة رقم
 ١٥",متوسطة بيروت العالية للبنات  –  شارع داود عمون,https://maps.app.goo.gl/8Pc8S6BGaqRQAGYx6,"33.89014955264579, 35.50542932674978"
ناخبو الطائفة شيعي من سجل ١٥٧٦ إلى سجل ١٦١٣,"متوسطة بيروت العالية للبنات  –  شارع داود عمون غرفة رقم
 ١٦",61,الباشورة,شيعي,ذكر,1613,1576,"غرفة رقم
 ١٦",متوسطة بيروت العالية للبنات  –  شارع داود عمون,https://maps.app.goo.gl/8Pc8S6BGaqRQAGYx6,"33.89014955264579, 35.50542932674978"
ناخبو الطائفة سني من سجل ١ إلى سجل ١٢٥,"مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة
 رقم ١",561,ميناء الحصن,سني,ذكر,125,1,"غرفة
 رقم ١",مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبو الطائفة سني من سجل ١٢٦ إلى سجل ٢٩٥,"مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة
 رقم ٢",562,ميناء الحصن,سني,ذكر,295,126,"غرفة
 رقم ٢",مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبات الطائفة سني من سجل ١ إلى سجل ١١٢,"مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة
 رقم ٣",563,ميناء الحصن,سني,أنثى,112,1,"غرفة
 رقم ٣",مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبات الطائفة سني من سجل ١١٣ إلى سجل ٢٢٧,"مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة
 رقم ٤",564,ميناء الحصن,سني,أنثى,227,113,"غرفة
 رقم ٤",مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبات الطائفة درزي من سجل ٧ إلى سجل ٢١,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة رقم ٥,565,ميناء الحصن,درزي,أنثى,21,7,غرفة رقم ٥,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبات الطائفة سني من سجل ٢٢٨ إلى سجل ٣٩٣,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة رقم ٥,565,ميناء الحصن,سني,أنثى,393,228,غرفة رقم ٥,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبو الطائفة درزي من سجل ١٣ إلى سجل ٢١,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة رقم ٥,565,ميناء الحصن,درزي,ذكر,21,13,غرفة رقم ٥,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبو الطائفة سني من سجل ٢٩٦ إلى سجل ٣٧٧,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة رقم ٥,565,ميناء الحصن,سني,ذكر,377,296,غرفة رقم ٥,مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبو الطائفة تين من سجل ١ إلى سجل ١٢٥,"مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة
 رقم ٦",566,ميناء الحصن,لاتين,ذكر,125,1,"غرفة
 رقم ٦",مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبو الطائفة روم كاثوليك من سجل ٢ إلى سجل ٢٦٢,"مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة
 رقم ٦",566,ميناء الحصن,روم كاثوليك,ذكر,262,2,"غرفة
 رقم ٦",مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبو الطائفة ااسرائيلي من سجل ١ إلى سجل ٣٦١,"مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا غرفة
 رقم ٧",567,ميناء الحصن,اسرائيلي,ذكر,361,1,"غرفة
 رقم ٧",مدرسة ابي بكر الصديق القنطاري  –  شارع ميشال شيحا,https://maps.app.goo.gl/yiuZQW4gELtT9WKx9,"33.895689774361756, 35.49312000867358"
ناخبات الطائفة سني من سجل ١٦٤٢ إلى سجل ١٧٠١,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١,325,المصيطبة,سني,أنثى,1701,1642,غرفة رقم ١,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ١٧٠٢ إلى سجل ١٧٨٩,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٢,326,المصيطبة,سني,أنثى,1789,1702,غرفة رقم ٢,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ١٧٩٠ إلى سجل ١٨٩١,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٣,327,المصيطبة,سني,أنثى,1891,1790,غرفة رقم ٣,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ١٨٩٧ إلى سجل ٢٠٣٥,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٤,328,المصيطبة,سني,أنثى,2035,1897,غرفة رقم ٤,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٢٠٣٦ إلى سجل ٢١٤١,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٥,329,المصيطبة,سني,أنثى,2141,2036,غرفة رقم ٥,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٢١٤٥ إلى سجل ٢٢٥٤,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٦,330,المصيطبة,سني,أنثى,2254,2145,غرفة رقم ٦,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٢٢٥٥ إلى سجل ٢٣١٤,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٧,331,المصيطبة,سني,أنثى,2314,2255,غرفة رقم ٧,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٢٣١٥ إلى سجل ٢٤٢٢,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٨,332,المصيطبة,سني,أنثى,2422,2315,غرفة رقم ٨,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٢٤٢٣ إلى سجل ٢٥٨٨,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ٩,333,المصيطبة,سني,أنثى,2588,2423,غرفة رقم ٩,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٢٥٨٩ إلى سجل ٢٨٧٥,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١٠,334,المصيطبة,سني,أنثى,2875,2589,غرفة رقم ١٠,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٢٨٧٦ إلى سجل ٣١٧٩,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١١,335,المصيطبة,سني,أنثى,3179,2876,غرفة رقم ١١,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٣١٨٠ إلى سجل ٣٤٧٢,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١٢,336,المصيطبة,سني,أنثى,3472,3180,غرفة رقم ١٢,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٣٤٧٣ إلى سجل ٣٧٧٦,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١٣,337,المصيطبة,سني,أنثى,3776,3473,غرفة رقم ١٣,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٣٧٧٧ إلى سجل ٤١٤٤,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١٤,338,المصيطبة,سني,أنثى,4144,3777,غرفة رقم ١٤,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة سني من سجل ٤١٤٥ إلى سجل ٤٥٨٢,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١٥,339,المصيطبة,سني,أنثى,4582,4145,غرفة رقم ١٥,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبات الطائفة ارمن ارثوذكس من سجل ٣ إلى سجل ١٧١,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١٦,340,المصيطبة,ارمن ارثوذكس,أنثى,171,3,غرفة رقم ١٦,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبو الطائفة ارمن ارثوذكس من سجل ٣ إلى سجل ١٧٠,مدرسة ارشاد للبنات  –  برج ابي حيدر غرفة رقم ١٦,340,المصيطبة,ارمن ارثوذكس,ذكر,170,3,غرفة رقم ١٦,مدرسة الارشاد للبنات - برج ابي حيدر,https://maps.app.goo.gl/wuZN8JKE7qgR2WNm9,"33.88228169447781, 35.498846211167574"
ناخبو الطائفة ارمن كاثوليك من سجل ١ إلى سجل ٩٥,"مدرسة اشرفية الثالثة المتوسطة الرسمية المختلطة – شارع
 يونس الجبيلي غرفة رقم ١",144,الرميل,ارمن كاثوليك,ذكر,95,1,غرفة رقم ١,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة ارمن كاثوليك من سجل ١ إلى سجل ٨٥,"مدرسة اشرفية الثالثة المتوسطة الرسمية المختلطة – شارع
 يونس الجبيلي غرفة رقم ٢",145,الرميل,ارمن كاثوليك,أنثى,85,1,غرفة رقم ٢,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة ارمن كاثوليك من سجل ٨٦ إلى سجل ١٩٧,"مدرسة اشرفية الثالثة المتوسطة الرسمية المختلطة – شارع
 يونس الجبيلي غرفة رقم ٣",146,الرميل,ارمن كاثوليك,أنثى,197,86,غرفة رقم ٣,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة ارمن كاثوليك من سجل ٩٦ إلى سجل ١٩٤,"مدرسة اشرفية الثالثة المتوسطة الرسمية المختلطة – شارع
 يونس الجبيلي غرفة رقم ٣",146,الرميل,ارمن كاثوليك,ذكر,194,96,غرفة رقم ٣,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة انجيلي من سجل ١ إلى سجل ٢٢٩,"مدرسة اشرفية الثالثة المتوسطة الرسمية المختلطة – شارع
 يونس الجبيلي غرفة رقم ٤",147,الرميل,انجيلي,ذكر,229,1,غرفة رقم ٤,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة انجيلي من سجل ١ إلى سجل ٢١٦,"مدرسة اشرفية الثالثة المتوسطة الرسمية المختلطة – شارع
 يونس الجبيلي غرفة رقم ٥",148,الرميل,انجيلي,أنثى,216,1,غرفة رقم ٥,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة انجيلي من سجل ٢١٧ إلى سجل ٢٨٩,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٦,149,الرميل,انجيلي,أنثى,289,217,غرفة رقم ٦,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة سني من سجل ١ إلى سجل ٥٤,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٦,149,الرميل,سني,أنثى,54,1,غرفة رقم ٦,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة انجيلي من سجل ٢٣٢ إلى سجل ٢٨٥,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٦,149,الرميل,انجيلي,ذكر,285,232,غرفة رقم ٦,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة سني من سجل ١ إلى سجل ٥٤,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٦,149,الرميل,سني,ذكر,54,1,غرفة رقم ٦,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة ااسرائيلي من سجل ١ إلى سجل ١,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,اسرائيلي,أنثى,1,1,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة اشوري ارثوذكس من سجل ١ إلى سجل ٣,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,اشوري ارثوذكس,أنثى,3,1,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة درزي من سجل ٤ إلى سجل ٧,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,درزي,أنثى,7,4,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة سريان ارثوذكس من سجل ٣ إلى سجل ٣٦,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,سريان ارثوذكس,أنثى,36,3,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة شيعي من سجل ١ إلى سجل ٨,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,شيعي,أنثى,8,1,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة كلدان كاثوليك من سجل ٤ إلى سجل ٢٨,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,كلدان كاثوليك,أنثى,28,4,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبات الطائفة كلدان من سجل ١ إلى سجل ٣٣,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,كلدان,أنثى,33,1,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة ااسرائيلي من سجل ١ إلى سجل ١,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,اسرائيلي,ذكر,1,1,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة اشوري ارثوذكس من سجل ١ إلى سجل ٣,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,اشوري ارثوذكس,ذكر,3,1,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة درزي من سجل ٣ إلى سجل ٨,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,درزي,ذكر,8,3,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة سريان ارثوذكس من سجل ٣ إلى سجل ٣٧,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,سريان ارثوذكس,ذكر,37,3,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة شيعي من سجل ٣ إلى سجل ٨,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,شيعي,ذكر,8,3,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة كلدان كاثوليك من سجل ٤ إلى سجل ١٤,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,كلدان كاثوليك,ذكر,14,4,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة كلدان من سجل ١ إلى سجل ٣٣,مدرسة الأشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي غرفة رقم ٧,150,الرميل,كلدان,ذكر,33,1,غرفة رقم ٧,مدرسة الاشرفية الثالثة المتوسطة الرسمية المختلطة – شارع يونس الجبيلي,https://maps.app.goo.gl/L5vCKRTbpFtjLJ126,"33.896007235514766, 35.526507747638355"
ناخبو الطائفة شيعي من سجل ٧٩٩ إلى سجل ٨٩٢,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ١,550,زقاق البلاط,شيعي,ذكر,892,799,غرفة رقم ١,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة شيعي من سجل ٨٩٣ إلى سجل ٩٩٦,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ٢,551,زقاق البلاط,شيعي,ذكر,996,893,غرفة رقم ٢,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة شيعي من سجل ٩٩٧ إلى سجل ١١١٦,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ٣,552,زقاق البلاط,شيعي,ذكر,1116,997,غرفة رقم ٣,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة شيعي من سجل ١١١٧ إلى سجل ١٢٢٦,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ٤,553,زقاق البلاط,شيعي,ذكر,1226,1117,غرفة رقم ٤,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة شيعي من سجل ١٢٢٧ إلى سجل ١٣٢٣,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ٥,554,زقاق البلاط,شيعي,ذكر,1323,1227,غرفة رقم ٥,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة شيعي من سجل ١٣٢٥ إلى سجل ١٥٥٩,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ٦,555,زقاق البلاط,شيعي,ذكر,1559,1325,غرفة رقم ٦,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة شيعي من سجل ١٥٦٠ إلى سجل ١٦٧٩,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ٧,556,زقاق البلاط,شيعي,ذكر,1679,1560,غرفة رقم ٧,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة شيعي من سجل ١٦٨٠ إلى سجل ١٨٦٣,مدرسة امداد  –  شارع يوسف اسير غرفة رقم ٨,557,زقاق البلاط,شيعي,ذكر,1863,1680,غرفة رقم ٨,مدرسة الامداد - شارع يوسف الاسير,https://maps.app.goo.gl/yHz5o3CfNMfzF8Ab7,"33.89153486675527, 35.49864821495724"
ناخبو الطائفة سني من سجل ٢ إلى سجل ٧١,"مدرسة امير شكيب ارسلان المتوسطة المختلطة غرفة رقم
 ١",411,رأس بيروت,سني,ذكر,71,2,"غرفة رقم
 ١",مدرسة الامير شكيب ارسلان المتوسطة المختلطة,https://maps.app.goo.gl/wXgACBr9KJCfZsDJA,"33.88875267523724, 35.48164684047425"
ناخبو الطائفة سني من سجل ٧٢ إلى سجل ١٢١,"مدرسة امير شكيب ارسلان المتوسطة المختلطة غرفة رقم
 ٢",412,رأس بيروت,سني,ذكر,121,72,"غرفة رقم
 ٢",مدرسة الامير شكيب ارسلان المتوسطة المختلطة,https://maps.app.goo.gl/wXgACBr9KJCfZsDJA,"33.88875267523724, 35.48164684047425"
